"","Rk","Player","Pos","Age","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"146","146","Dante Exum","PG",28,55,17,19.8,2.9,5.5,0.533,1,2,0.491,2,3.5,0.557,0.621,1,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,"13.7",".645",".358",".225","2.5","12.4","7.5","19.3","1.0","0.4","12.9","15.0","2.1","0.8","2.9",".127","-0.3","-0.3","-0.6","0.4"
"147","147","Bruno Fernando","C",25,45,2,15.2,2.4,4.2,0.583,0,0.1,0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3,4.3,1,0.6,0.6,1,2.4,6.3,"15.2",".615",".021",".513","9.1","22.2","15.4","9.3","1.8","3.7","16.1","16.7","0.8","0.7","1.5",".103","-3.1","0.9","-2.3","-0.1"
"148","148","Dorian Finney-Smith","PF",30,68,56,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,"10.1",".546",".658",".090","6.0","12.1","9.0","7.6","1.4","1.8","10.0","13.2","1.0","1.6","2.6",".065","-2.0","-0.1","-2.0","0.0"
"149","149","Adam Flagler","SG",24,2,0,7,0.5,3.5,0.143,0.5,3,0.167,0,0.5,0,0.214,0,0,NA,0,0,0,2,0,0,0,0,1.5,"0.6",".214",".857",".000","0.0","0.0","0.0","33.6","0.0","0.0","0.0","21.7","0.0","0.0","0.0","-0.159","-6.7","-3.9","-10.6","0.0"
"150","150","Malachi Flynn","PG",25,69,0,12.7,2,4.7,0.418,0.8,2.4,0.331,1.2,2.3,0.513,0.505,0.8,1,0.732,0.3,1.3,1.7,1.9,0.6,0.1,0.9,1,5.5,"11.9",".533",".520",".218","2.6","12.0","7.2","21.1","2.1","0.8","15.0","20.4","-0.1","0.6","0.5",".029","-2.0","-0.2","-2.2","0.0"
"151","151","Simone Fontecchio","SF",28,66,43,24.9,3.8,8.3,0.46,2,5.1,0.401,1.8,3.2,0.551,0.582,0.8,1,0.818,1,2.8,3.7,1.5,0.7,0.3,1,1.7,10.5,"12.1",".600",".609",".120","4.3","12.2","8.3","8.7","1.3","1.2","10.5","16.5","1.5","0.6","2.1",".061","0.0","-1.0","-1.0","0.4"
"152","152","Jordan Ford","PG",25,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0.2,0,2,"16.8",".761",".429",".286","0.0","10.4","5.1","12.8","0.0","0.0","11.3","17.3","0.1","0.0","0.1",".157","3.3","-1.1","2.2","0.0"
"153","153","Trent Forrest","SG",25,38,0,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.8,2.1,0.4,0.389,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,"8.9",".426",".111",".189","2.8","10.9","6.7","27.6","1.3","0.7","17.0","11.8","0.1","0.1","0.2",".027","-3.8","-0.7","-4.4","-0.3"
"154","154","Evan Fournier","SG",31,32,0,18.1,2.5,6.9,0.357,1,4.1,0.254,1.4,2.8,0.505,0.432,0.9,1.1,0.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,1.5,6.9,"8.5",".464",".588",".163","0.9","10.4","5.6","11.6","2.4","1.0","8.1","19.0","-0.5","0.4","-0.1","-0.005","-4.7","0.3","-4.3","-0.3"
"155","155","De'Aaron Fox","PG",26,74,74,35.9,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.6,2,0.4,2.6,2.6,26.6,"20.1",".567",".374",".273","2.8","11.8","7.2","25.2","2.7","1.1","10.1","31.0","3.3","3.2","6.5",".117","2.6","0.1","2.7","3.2"
"156","156","Javon Freeman-Liberty","PG",24,22,6,18.3,2.5,5.6,0.444,0.5,1.9,0.238,2,3.7,0.549,0.484,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7,"10.7",".547",".339",".290","4.3","15.1","9.6","13.4","1.2","0.9","15.2","17.5","0.1","0.2","0.2",".029","-3.1","-2.0","-5.2","-0.3"
"157","157","Alex Fudge","SF",20,6,0,6.7,1,2.5,0.4,0.2,0.8,0.2,0.8,1.7,0.5,0.433,0.3,0.3,1,0.7,0.2,0.8,0,0.5,0,0.3,0.3,2.5,"9.8",".472",".333",".133","11.3","2.7","6.9","0.0","3.6","0.0","11.2","19.2","0.0","0.0","0.0","-0.007","-3.7","-1.5","-5.2","0.0"
"158","158","Markelle Fultz","PG",25,43,18,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1,0.3,1.2,1.5,7.8,"12.6",".492",".055",".101","7.2","10.7","8.9","19.7","2.3","1.5","12.8","18.8","0.0","1.3","1.3",".069","-2.6","1.2","-1.4","0.1"
"159","159","Andrew Funk","SG",24,5,0,2.6,0,0.8,0,0,0.6,0,0,0.2,0,0,0,0,NA,0,0,0,0,0.2,0.2,0,0,0,"-5.0",".000",".750",".000","0.0","0.0","0.0","0.0","3.8","7.9","0.0","13.5","-0.1","0.0","-0.1","-0.252","-12.4","-2.0","-14.4","0.0"
"160","160","Wenyen Gabriel","PF",26,5,0,16.2,1.6,4.4,0.364,0.2,1.2,0.167,1.4,3.2,0.438,0.386,0,1,0,1.4,3.6,5,0.6,0.4,0.4,1.6,2,3.4,"2.3",".351",".273",".227","9.1","25.3","16.9","5.3","1.2","2.3","24.8","17.0","-0.3","0.1","-0.2","-0.123","-10.6","-1.9","-12.5","-0.2"
"161","161","Daniel Gafford","C",25,74,66,24.5,4.7,6.5,0.725,0,0,NA,4.7,6.5,0.725,0.725,1.6,2.4,0.674,2.6,5,7.6,1.6,0.9,2.1,1,3.1,11,"21.7",".731",".000",".365","11.4","22.1","16.7","9.1","1.7","7.1","11.7","14.7","5.2","2.5","7.8",".205","0.7","1.9","2.6","2.1"
"162","162","Danilo Gallinari","PF",35,49,0,12.9,1.7,3.9,0.437,0.6,1.9,0.323,1.1,2,0.546,0.516,1.7,2,0.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1,5.7,"13.4",".601",".489",".516","3.4","15.3","9.3","11.6","1.1","0.8","9.0","17.2","1.0","0.3","1.3",".098","-0.8","-1.0","-1.9","0.0"
"163","163","Darius Garland","PG",24,57,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18,"14.5",".560",".423",".208","1.8","7.1","4.5","29.4","1.9","0.3","16.1","25.3","0.7","2.0","2.7",".067","0.2","-1.2","-1.0","0.5"
"164","164","Usman Garuba","PF",21,6,0,3,0.2,1,0.167,0,0.2,0,0.2,0.8,0.2,0.167,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5,"7.0",".218",".167",".333","18.2","23.7","21.0","6.6","2.7","15.1","22.5","20.8","-0.1","0.0","0.0","-0.124","-10.8","-0.1","-10.9","0.0"
"165","165","Luka Garza","C",25,25,0,4.9,1.4,3,0.48,0.4,1.3,0.281,1.1,1.7,0.628,0.54,0.7,1,0.72,0.8,0.5,1.2,0.2,0.2,0,0.2,1,4,"21.8",".576",".427",".333","18.6","10.7","14.4","5.9","1.6","0.7","6.5","33.3","0.2","0.2","0.4",".166","0.6","-2.7","-2.1","0.0"
"166","166","Kaiser Gates","SF",27,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,"-19.9",".000",".500",".000","0.0","15.7","8.0","0.0","0.0","0.0","0.0","24.9","-0.1","0.0","-0.1","-0.558","-18.6","-10.1","-28.8","-0.1"
"167","167","Keyonte George","PG",20,75,44,27,4.3,10.9,0.391,2,5.9,0.334,2.3,5,0.459,0.482,2.5,3,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2,13,"10.4",".533",".540",".274","0.8","10.6","5.7","23.1","0.9","0.3","17.1","22.8","-0.4","0.1","-0.3","-0.008","-1.5","-2.9","-4.4","-1.2"
"168","168","Paul George","PF",33,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,"19.3",".613",".476",".235","1.7","15.3","8.8","16.1","2.2","1.3","10.1","26.6","4.4","2.8","7.3",".140","2.9","0.2","3.2","3.3"
"169","169","Taj Gibson","PF",38,20,1,10.2,0.8,1.9,0.405,0.1,0.5,0.2,0.7,1.4,0.481,0.432,0.1,0.1,1,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.6,1.7,"5.9",".449",".270",".054","6.6","13.8","10.2","6.9","0.7","3.2","11.7","9.0","0.0","0.2","0.2",".044","-5.3","0.1","-5.3","-0.2"
"170","170","Josh Giddey","SG",21,80,80,25.1,5,10.6,0.475,1,3,0.337,4,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5,6.4,4.8,0.6,0.6,2.1,1.4,12.3,"16.6",".547",".287",".146","6.4","21.5","14.2","26.6","1.2","2.0","15.7","23.1","1.4","2.9","4.3",".102","1.0","0.4","1.5","1.8"
"171","171","Harry Giles","C",25,23,0,4.3,1,2.2,0.46,0.1,0.6,0.214,0.9,1.6,0.556,0.49,0.3,0.6,0.538,0.5,0.8,1.3,0.3,0.1,0.1,0.3,0.7,2.4,"14.8",".503",".280",".260","12.8","20.0","16.4","10.5","1.0","2.7","9.7","26.7","0.0","0.1","0.1",".027","-2.7","-2.0","-4.8","-0.1"
"172","172","Shai Gilgeous-Alexander","PG",25,75,75,34,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2,0.9,2.2,2.5,30.1,"29.3",".636",".181",".436","3.0","14.7","9.1","29.8","2.8","2.4","8.4","32.8","10.5","4.2","14.6",".275","6.7","2.3","9.0","7.1"
"173","173","Anthony Gill","PF",31,50,3,9.3,1.5,3.2,0.469,0.2,0.8,0.244,1.3,2.4,0.546,0.5,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1,3.8,"12.1",".537",".256",".225","8.3","13.4","10.8","10.0","1.3","1.9","11.6","18.0","0.1","0.2","0.4",".038","-2.6","-1.5","-4.1","-0.3"
"174","174","Collin Gillespie","PG",24,24,0,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.7,1.3,0.548,0.572,0.3,0.5,0.667,0,0.8,0.9,1.1,0.5,0,0.6,1,3.6,"11.0",".586",".551",".174","0.5","9.6","5.2","15.5","2.9","0.0","15.9","17.1","0.1","0.3","0.4",".076","-3.7","0.9","-2.7","0.0"
"175","175","Jacob Gilyard","PG",25,41,14,17,1.5,3.7,0.4,1.2,3.1,0.405,0.2,0.6,0.375,0.57,0,0,1,0.2,0.9,1.1,3.3,0.8,0.1,0.7,1,4.2,"11.1",".573",".840",".013","1.4","6.0","3.6","27.7","2.3","0.7","16.6","11.1","0.8","0.6","1.4",".095","-2.0","0.6","-1.4","0.1"
"176","176","Rudy Gobert","C",31,76,76,34.1,5.3,8.1,0.661,0,0,0,5.3,8,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14,"19.3",".675",".005",".635","13.1","29.2","21.5","5.6","1.0","5.5","13.1","15.4","5.8","5.8","11.6",".216","0.1","1.7","1.8","2.5"
"177","177","Jordan Goodwin","PG",25,57,12,18.5,2.5,6.7,0.369,0.7,2.5,0.298,1.7,4.2,0.411,0.424,0.8,1,0.746,1.5,2.9,4.4,2.7,0.8,0.3,1,1.3,6.5,"12.6",".451",".369",".154","9.3","17.3","13.3","20.9","2.2","1.6","12.1","19.0","-0.2","1.4","1.2",".054","-1.5","0.5","-1.0","0.3"
"178","178","Aaron Gordon","PF",28,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,"16.8",".607",".193",".376","8.6","13.9","11.4","15.2","1.2","1.7","11.2","17.8","4.5","2.6","7.1",".148","1.2","0.1","1.3","1.9"
"179","179","Eric Gordon","SG",35,68,24,27.8,4,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.565,0.8,0.9,0.797,0.2,1.6,1.8,2,1,0.4,1.1,1.2,11,"10.8",".580",".642",".104","1.0","6.0","3.6","10.0","1.7","1.4","10.2","16.5","1.0","1.5","2.5",".063","-1.3","-0.5","-1.7","0.1"
"180","180","Devonte' Graham","PG",28,23,0,13.6,1.7,4.7,0.352,1.1,3.6,0.301,0.6,1.1,0.52,0.468,0.6,0.7,0.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5,"9.4",".495",".769",".148","1.7","10.8","6.2","21.0","1.4","0.5","12.9","17.8","-0.1","0.2","0.1",".018","-3.0","-0.9","-3.9","-0.1"
"181","181","Jerami Grant","PF",29,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21,"15.4",".573",".325",".367","2.1","10.0","5.8","13.8","1.2","1.7","10.5","25.7","1.7","1.0","2.7",".071","1.0","-1.1","-0.1","0.9"
"182","182","RaiQuan Gray","PF",24,3,0,13,3.3,5.7,0.588,1,2.3,0.429,2.3,3.3,0.7,0.676,0,0,NA,0.7,1.7,2.3,2,0.3,0.3,0.3,0,7.7,"22.7",".676",".412",".000","5.5","14.0","9.7","25.2","1.2","2.1","5.6","19.5","0.1","0.0","0.2",".187","5.6","1.8","7.4","0.1"
"183","183","A.J. Green","SG",24,56,0,11,1.5,3.5,0.423,1.2,3,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1,1.1,0.5,0.2,0.1,0.2,0.9,4.5,"10.5",".617",".862",".097","1.6","9.6","5.7","6.4","0.7","0.6","5.5","15.2","0.7","0.3","1.1",".084","-0.4","-1.7","-2.1","0.0"
"184","184","Danny Green","SG",36,2,0,9,0,1,0,0,0.5,0,0,0.5,0,0,0,0,NA,0,1,1,0.5,0.5,0,0,0.5,0,"0.7",".000",".500",".000","0.0","12.5","6.1","6.5","2.7","0.0","0.0","4.8","0.0","0.0","0.0","-0.035","-7.4","0.8","-6.6","0.0"
"185","185","Draymond Green","PF",33,55,52,27.1,3.4,6.8,0.497,0.9,2.3,0.395,2.4,4.4,0.551,0.566,1,1.3,0.73,1.4,5.9,7.2,6,1,0.9,2.5,3,8.6,"14.5",".587",".347",".199","5.6","23.0","14.4","28.6","1.8","2.9","25.0","15.3","1.4","2.2","3.6",".116","-0.6","3.0","2.4","1.7"
"186","186","Jalen Green","SG",21,82,82,31.7,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6,"14.7",".541",".454",".264","1.7","15.9","8.7","17.3","1.2","1.0","11.4","27.4","0.2","2.9","3.1",".056","0.4","-0.9","-0.5","1.0"
"187","187","Javonte Green","SF",30,9,5,25.6,5,8.3,0.6,1.1,3,0.37,3.9,5.3,0.729,0.667,1.1,1.4,0.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,"20.2",".681",".360",".173","9.5","23.3","16.3","3.3","2.2","3.6","8.0","16.7","0.5","0.3","0.9",".180","1.9","0.1","2.0","0.2"
"188","188","Jeff Green","PF",37,78,6,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,"11.3",".590",".437",".407","3.7","10.9","7.3","7.3","0.6","2.2","9.6","15.5","1.4","1.2","2.6",".095","-1.6","-0.4","-2.1","0.0"
"189","189","Josh Green","SG",23,57,33,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.2,"9.9",".588",".500",".152","2.9","10.4","6.7","11.1","1.5","0.5","13.1","13.1","1.0","1.2","2.2",".071","-2.4","-0.3","-2.7","-0.3"
"190","190","AJ Griffin","SF",20,20,0,8.6,0.9,3.1,0.29,0.5,2,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,"1.2",".382",".629",".032","1.2","10.6","5.7","3.7","0.3","1.1","11.3","17.3","-0.4","0.0","-0.4","-0.120","-6.0","-3.5","-9.6","-0.3"
"191","191","Quentin Grimes","SG",23,51,18,20.1,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.495,0.7,0.9,0.756,0.3,1.7,2,1.3,0.7,0.1,0.5,1.5,7,"8.9",".516",".732",".137","1.6","9.3","5.5","8.7","1.7","0.6","7.5","15.8","0.3","1.0","1.3",".060","-2.6","0.4","-2.2","-0.1"
"192","192","Mouhamadou Gueye","PF",25,11,0,10.9,1,3.5,0.289,0,0.3,0,1,3.2,0.314,0.289,0.4,0.8,0.444,1.1,1,2.1,0.5,0.3,1.6,1.1,1.4,2.4,"4.6",".310",".079",".237","10.8","10.3","10.5","5.3","1.2","13.2","22.2","19.2","-0.5","0.2","-0.4","-0.147","-11.0","-0.9","-11.9","-0.3"
"193","193","Mouhamed Gueye","PF",21,6,0,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,2.3,0.357,0.413,0.8,1,0.833,1.7,2,3.7,0.7,0.8,0.7,0.2,2.2,4,"15.0",".468",".391",".261","14.4","18.6","16.4","7.0","3.3","4.9","3.8","15.2","0.1","0.1","0.2",".127","-2.1","0.6","-1.5","0.0"
"194","194","Rui Hachimura","PF",25,68,39,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5,13.6,"15.0",".628",".343",".198","3.7","13.7","8.9","6.3","1.1","1.2","5.9","18.5","2.7","1.5","4.1",".108","0.0","-0.9","-0.9","0.5"
"195","195","Ashton Hagans","PG",24,19,1,16.6,1.5,3.7,0.408,0.4,1.3,0.32,1.1,2.4,0.457,0.465,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,"8.5",".510",".352",".239","4.7","11.7","8.0","23.7","1.7","2.6","27.7","14.6","-0.2","0.3","0.0",".006","-4.4","0.9","-3.5","-0.1"
"196","196","Tyrese Haliburton","PG",23,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,"23.3",".605",".510",".217","1.8","12.0","6.9","44.9","1.8","1.7","12.2","24.6","7.6","1.5","9.0",".195","7.3","-0.4","6.9","5.0"
"197","197","R.J. Hampton","PG",22,8,2,9.5,0.5,1.8,0.286,0.1,1,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1,0,0,0.4,1,1.3,"0.9",".336",".571",".143","3.0","6.0","4.5","13.6","0.0","0.0","16.8","10.5","-0.1","0.0","-0.1","-0.038","-8.1","-1.4","-9.5","-0.1"
"198","198","Tim Hardaway Jr.","SF",31,79,12,26.8,5,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,"12.1",".542",".612",".173","1.1","11.9","6.5","9.2","1.0","0.2","6.2","22.6","0.8","1.4","2.2",".050","-0.8","-2.1","-2.9","-0.5"
"199","199","James Harden","PG",34,72,72,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,"18.6",".612",".594",".418","1.6","14.8","8.4","33.6","1.5","2.1","16.0","20.6","5.9","2.5","8.4",".163","3.8","0.3","4.1","3.8"
"200","200","Jaden Hardy","SG",21,73,7,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,"11.2",".517",".468",".159","2.2","12.2","7.2","15.7","1.1","0.4","10.8","24.9","-0.4","0.7","0.3",".014","-2.0","-2.1","-4.1","-0.5"
"201","201","Ron Harper Jr.","PF",23,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,0,2,0,"0.0","","","","0.0","0.0","0.0","28.6","0.0","0.0","","0.0","0.0","0.0","0.0",".087","-11.7","2.8","-8.8","0.0"
"202","202","Gary Harris","SG",29,54,27,24,2.4,5.5,0.441,1.4,3.8,0.371,1,1.7,0.598,0.569,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,"9.4",".587",".690",".152","2.2","6.1","4.1","9.1","1.9","1.0","8.9","11.7","1.1","1.5","2.7",".099","-2.3","1.1","-1.2","0.3"
"203","203","Joe Harris","SG",32,16,0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,"4.6",".489",".769",".051","1.9","6.7","4.3","7.7","0.8","1.0","9.1","11.0","0.0","0.0","0.0",".001","-4.7","-1.1","-5.9","-0.2"
"204","204","Kevon Harris","SG",26,2,0,3,1,1.5,0.667,0,0,NA,1,1.5,0.667,0.667,0,0,NA,0,1,1,0.5,0,0,0.5,1.5,2,"11.1",".667",".000",".000","0.0","39.5","19.6","33.0","0.0","0.0","25.0","29.1","0.0","0.0","0.0",".038","-15.5","-0.3","-15.8","0.0"
"205","205","Tobias Harris","PF",31,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3,0.878,1.1,5.3,6.5,3.1,1,0.7,1.3,1.6,17.2,"16.5",".576",".271",".224","3.7","17.7","10.6","13.8","1.5","1.8","8.2","20.7","3.2","2.7","5.9",".121","1.0","-0.1","0.9","1.7"
"206","206","Shaquille Harrison","SG",30,3,0,2,0.3,0.7,0.5,0,0,NA,0.3,0.7,0.5,0.5,0,0,NA,0,0.7,0.7,0,0,0.3,0,0,0.7,"15.9",".500",".000",".000","0.0","38.0","18.2","0.0","0.0","15.6","0.0","14.3","0.0","0.0","0.0",".090","-0.7","5.2","4.6","0.0"
"207","207","Josh Hart","SF",28,81,42,33.4,3.6,8.4,0.434,1,3.2,0.31,2.7,5.2,0.511,0.493,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,2.1,9.4,"11.8",".522",".380",".169","5.3","22.8","14.0","16.3","1.4","0.8","13.9","13.5","2.0","3.6","5.7",".100","-1.3","1.4","0.0","1.4"
"208","208","Isaiah Hartenstein","C",25,75,49,25.3,3.1,4.9,0.644,0,0,0.333,3.1,4.8,0.646,0.645,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,2.8,7.8,"18.9",".670",".008",".430","14.4","22.7","18.5","13.5","2.3","4.2","17.6","12.0","4.6","3.5","8.1",".204","0.7","2.8","3.5","2.6"
"209","209","Sam Hauser","SF",26,79,13,22,3.2,7.1,0.446,2.5,5.9,0.424,0.7,1.2,0.559,0.623,0.2,0.2,0.895,0.6,2.9,3.5,1,0.5,0.3,0.4,1.3,9,"13.0",".629",".833",".034","2.9","13.7","8.6","6.2","1.1","1.3","5.3","15.0","2.7","2.1","4.9",".134","1.2","0.0","1.2","1.4"
"210","210","Jordan Hawkins","SG",21,67,10,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1,2.4,0.411,0.501,1,1.2,0.838,0.4,1.8,2.2,1,0.3,0.1,0.6,1.1,7.8,"10.2",".533",".654",".175","2.8","11.3","7.1","8.2","0.8","0.6","7.5","19.9","0.3","1.0","1.3",".053","-1.3","-1.7","-3.1","-0.3"
"211","211","Jaxson Hayes","C",23,70,5,12.5,1.8,2.5,0.72,0,0.1,0,1.8,2.4,0.754,0.72,0.7,1.2,0.622,1,2,3,0.5,0.5,0.4,0.6,1.8,4.3,"14.0",".718",".046",".469","9.2","17.1","13.4","5.0","1.8","2.9","16.9","12.5","1.4","1.1","2.5",".135","-2.8","0.9","-1.9","0.0"
"212","212","Killian Hayes","PG",22,42,31,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,"10.5",".474",".261",".177","1.2","12.2","6.6","27.8","1.7","1.7","14.3","15.1","0.0","0.7","0.7",".032","-2.9","0.2","-2.7","-0.2"
"213","213","Gordon Hayward","SF",33,51,28,24.4,3.7,7.9,0.464,0.7,1.8,0.411,2.9,6.1,0.479,0.51,1.7,2.4,0.742,0.7,2.8,3.5,3.1,0.8,0.3,1.3,1.3,9.8,"12.8",".548",".223",".298","3.4","13.0","8.1","18.3","1.6","1.0","12.6","18.4","0.6","0.9","1.5",".058","-1.6","-0.5","-2.1","0.0"
"214","214","Scoot Henderson","PG",19,62,32,28.5,5,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14,"9.5",".489",".336",".256","3.2","9.5","6.2","29.9","1.3","0.7","19.3","26.5","-2.5","0.9","-1.7","-0.045","-3.5","-2.3","-5.8","-1.7"
"215","215","Taylor Hendricks","PF",20,40,23,21.4,2.7,6,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,"11.8",".578",".583",".121","6.0","17.7","11.9","5.0","1.6","3.1","9.7","13.7","0.7","0.6","1.2",".070","-1.3","-0.4","-1.6","0.1"
"216","216","Tyler Herro","SG",24,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,"15.7",".558",".453",".151","1.5","16.5","8.9","22.4","1.1","0.2","10.6","27.8","0.4","1.6","2.0",".068","1.5","-0.7","0.8","1.0"
"217","217","Buddy Hield","SF",31,84,42,25.7,4.4,10.1,0.436,2.6,6.8,0.386,1.8,3.4,0.539,0.565,0.6,0.7,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,2,12.1,"13.3",".578",".668",".069","3.1","10.9","7.0","14.5","1.6","1.6","10.5","19.2","1.9","1.6","3.5",".077","1.0","-0.6","0.4","1.3"
"218","218","Haywood Highsmith","PF",27,66,26,20.7,2.3,5,0.465,1.2,2.9,0.396,1.2,2.1,0.562,0.581,0.3,0.5,0.639,1,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,"11.1",".587",".584",".109","5.3","12.1","8.7","7.2","1.9","2.1","9.0","12.4","1.1","1.9","3.1",".108","-1.8","1.1","-0.7","0.5"
